CONTENT_ID,source,title,events_count,content_duration_sec,avg_progress_ratio
770656,LIVE,الحلقة الثانية والعشرون- شرط الحجاج,110,3021,66.9841413138335
637897,AJA,اغتيال بشير الجميّل وما تلاه,3,3100,66.9247311827957
744177,AJA,مخططات إسرائيلية لتهويد القدس,3,2873,66.9103144216266
629218,AJA,السودان.. البحث عن الديمقراطية,2,3011,66.8880770508137
686019,Other,حقوق الإنسان أم الحيوان؟,12,420,66.8849206349206
770539,LIVE,الحلقة التاسعة والعشرون- وثيقة التحكيم,29,2746,66.8784689956551
683587,AJA,الثورة المضادة في ليبيا,3,3080,66.8398268398268
678376,AJA,سودان جديد,2,2964,66.8353576248313
826749,AJA,انتخابات العراق بين الديمقراطية والطائفية,3,4194,66.825623907169
849256,AJA,أزمة الشباب في العالم العربي,3,2749,66.7757972596095
837237,AJA,جون ماكين.. سيرة حياة,3,1318,66.7425392008093
725009,AJA,إسرائيل في عهد إيهود باراك,2,5365,66.7381174277726
825934,AJA,الفصائل الفلسطينية: الصراع الداخلي والمقاومة,3,4108,66.7153521583901
657845,AJD,فيزيائي من أم درمان,1,1568,66.7091836734694
678218,AJA,القوى الناعمة.. الجامعة الأميركية في بيروت,1,2829,66.7020148462354
753529,AJA,المتورطون في انقلاب الصخيرات,7,3005,66.693605894937
830530,AJA,ازدياد الإقبال على عمليات التجميل,3,2563,66.6796722590714
827238,AJA,العراق وخفايا المبادرة العربية,3,2739,66.6788365583546
833015,AJA,الدوران السوري والإيراني على الساحة اللبنانية,3,2851,66.678358470712
839060,AJA,خلاف داخل البيت الشيوعي,3,2627,66.6666666666667
826670,AJA,قوانين الطوارئ، حماية للأنظمة أم للشعوب؟,3,2809,66.6666666666667
792389,AJA,انتخابات بحرينية وسط تعديلات دستورية,3,3757,66.6666666666667
724710,AJA,اتهامات عراقية ونفي عربي,3,5754,66.6666666666667
719097,AJA,"هل يُعاقب ""سان جيرمان"" بسبب ""فلسطين حرة""؟",3,313,66.6666666666667
716967,Other,Test Asset,6,6,66.6666666666667
711861,Other,تفجيرات الموساد في بغداد,3,425,66.6666666666667
685740,AJA,عمل الأجهزة الأمنية بعهد بورقيبة,3,3133,66.6560272369401
689129,AJA,الوحدة 8200 الإسرائيلية.. كيف تعمل؟ وما مهامها؟,124,234,66.6494347945961
769747,LIVE,الحلقة السابعة عشرة– الوصول إلى المدائن,90,2996,66.6447856401127
736461,AJA,محاولة إسقاط طائرة الملك الحسن الثاني,10,2853,66.6386260077112
803338,AJA,صالون كهربائي فاخر يسير على أربع عجلات,11,1350,66.6195286195286
767650,AJA,شتيفان فايدنر.. الأدب العربي بلسان ألماني,23,3087,66.6187800171829
658334,AJA,تسع سنوات على انطلاق الجزيرة,6,1641,66.6158846231972
626313,AJA,الشريعة الإسلامية بين التسهيل والتساهل,1,2998,66.577718478986
818037,AJA,الطاهر زبيري.. سنوات الاستقلال والانقلابات,3,2806,66.5716322166786
641041,AJA,اتساع الثغرة والاتهامات المتبادلة,16,2975,66.5714285714286
685242,Other,دور إسرائيل في مذبحة العرب في زنجبار,7,411,66.5623913799096
834566,AJA,أكتوبر 73.. أكتوبر 98,4,1930,66.5544041450777
815767,AJA,الحرب على الإرهاب... انتصار أم تستر؟,6,4004,66.5334665334665
768216,LIVE,الحلقة الثامنة- مقتل مصعب,151,3064,66.5297062230906
727555,AJA,حقوق الإنسان العربي,6,5417,66.515906713433
768160,LIVE,الحلقة الثانية عشرة- قتال نقفور الروم,124,2970,66.5013033561421
630104,AJD,مقهى النجمة.. قسنطينة - الجزائر,5,813,66.4944649446495
760131,Other,من خاف سلم,6,623,66.4794007490637
648033,Originals,الأب,3,689,66.4731494920174
766028,LIVE,الحلقة الرابعة والعشرون- مصادرة أراضي القرية,17,2407,66.4727877025343
839157,Other,أخبار كافرة,375,871,66.471947952545
760372,AJA,الزكاة.. هل تصل إلى مستحقيها؟,1,1515,66.4686468646865
770999,LIVE,الحلقة الثامنة والعشرون– عودة الإمام لشوارع بغداد,94,3119,66.4659976942964
802242,AJA,الوجود الأميركي في المنطقة العربية,7,4188,66.4654113794515
766024,LIVE,الحلقة الحادية والعشرون- من باع غسانا للعدو؟,25,2584,66.4597523219814
766004,LIVE,الحلقة الحادية عشرة- مهمة سرية,77,2610,66.4472309299895
640994,AJA,حرب الاستنزاف وإنهاك الخصم,24,2815,66.4342806394316
767757,LIVE,الحلقة الثالثة والعشرون– الاستعداد للمعركة,60,2786,66.4273749700885
678405,Originals,مصر - القاهرة,57,814,66.4145006250269
792371,Other,عباس شاتمًا: أعيدوا الرهائن!,14,1030,66.4077669902913
767660,LIVE,الحلقة السابعة عشرة- هرطقة وهروب,83,2778,66.4042780192042
637869,AJA,كامب ديفيد واغتيال السادات,7,2920,66.3845401174168
667219,AJA,زكريا موسوي.. صناعة إرهابي,1,2705,66.358595194085
812118,Other,باكستان في مواجهة إسرائيل!,17,1197,66.3521548970465
831501,Other,"""فرّق تسد"".. إسرائيل تلعب بورقة الدروز",22,598,66.342353298875
768120,LIVE,الحلقة التاسعة- رحيل هشام,49,2918,66.3314263333846
686091,AJA,المجزرة,19,2967,66.3296258847321
806467,AJD,البُردَة,19,819,66.3260715892295
686020,Other,المقامة الميدانية,22,652,66.2994980479643
738986,AJA,النشأة في ظل الاستعمار الفرنسي,8,2656,66.2697665662651
630859,Other,كيف تعزز ذكاءك العاطفي؟,3,481,66.2508662508663
683025,AJA,السعي لاستعادة الثورة,4,1548,66.2467700258398
766016,LIVE,الحلقة التاسعة عشرة- المنافسة على لطيفة تشتد,22,2539,66.2232804611694
722886,AJA,أصحاب الياقات البيضاء,3,3114,66.1956754442304
837220,Other,لماذا تحالفت إسرائيل مع إثيوبيا؟,118,1233,66.1690516447414
628225,AJA,منذر الدحلة.. مهندس فلسطيني في أميركا,9,1605,66.1682242990654
630275,AJA,وديع حداد.. كيف تم تسميمه؟,19,2993,66.1613941301634
773720,LIVE,الحلقة التاسعة والعشرون– مداهمة بيت الإمام,90,3131,66.1574221938323
767752,LIVE,الحلقة التاسعة عشرة- تحرير عمرو,58,2745,66.1478550342315
690844,AJA,ماذا جرى بمباراة مولودية الجزائر واتحاد المنستيري؟,62,246,66.0700236034618
725374,AJA,انتخابات الجزائر في ظل حكم العسكر,2,5590,66.046511627907
766019,LIVE,الحلقة الثالثة عشرة- معركة الكرامة,23,2454,66.0394741504553
770018,LIVE,الحلقة الثالثة عشرة- التخطيط للحرب,102,3052,66.032559812916
637777,AJA,نهاية العمل الفدائي في الأردن,5,2700,66.0222222222222
697920,Other,محررة الأميركيين السود,9,544,66.0130718954248
826692,AJA,تجنيس اللاجئين الفلسطينيين وحق العودة,3,2852,66.0121552127162
637892,AJA,الحركة الإسلامية وتحديات الحكم,13,2869,65.9999463763842
630923,AJA,آفي شلايم.. الوثائق السرية,11,2732,65.9889524823639
637938,AJA,تداعيات زيارة السادات لإسرائيل,11,2884,65.9847434119279
768792,LIVE,الحلقة الحادية عشرة- اعتقال المعتزلة,97,3015,65.9845104375032
770014,LIVE,الحلقة الثامنة عشرة– اقتراب صعود حاكم جديد,77,3224,65.9836131610325
686018,Other,سياسة الاستعمار,24,493,65.9651791751183
770530,LIVE,الحلقة الرابعة والعشرون– خارج السجن أخيرا,105,3008,65.9596631205674
688733,Other,الأم,5,511,65.9491193737769
770545,LIVE,الحلقة الخامسة والعشرون- الخلاف يتحول إلى احتراب,27,2679,65.9436218600086
770019,LIVE,الحلقة السادسة عشرة- حصار مكة,110,2992,65.9400826446281
700990,AJA,انتفاضة الخبز وحقيقة المؤامرة,5,2802,65.9386152748037
770654,LIVE,الحلقة الرابعة والعشرون- ثورة العلويين,46,2952,65.9331919406151
683625,AJA,لمّ الشمل للفلسطينيين.. صعوبات وتحديات,4,1764,65.8871882086168
630790,Other,الحمى وتأثيرها في الجسم,5,561,65.8823529411765
767667,LIVE,الحلقة الثالثة- الحقود الحسود,234,2843,65.8563092435762
765137,AJA,النابلسية - سوريا,1,123,65.8536585365854
637928,AJA,عالم ذو قطب واحد,5,2979,65.8475998657267
768745,LIVE,الحلقة الحادية عشرة- قبول مشروط,105,3002,65.8199295707624
637969,AJA,أحداث الانقلاب وأخطاؤه,24,3060,65.8061002178649
637894,AJA,سيطرة الشيوعيين على ثورة 1964,26,2865,65.8021210900792
736544,AJA,طيار يمني يهبط بصنعاء وسط قصف إسرائيلي مكثف,6,229,65.7933042212518
667818,AJD,الداليت المسلمون,3,3121,65.7908789917761
769740,LIVE,الحلقة الثانية عشرة– استجارة النعمان,98,2982,65.786213881931
701002,AJA,تداعيات محاولة الانقلاب على القذافي,6,2586,65.7708172209332
629672,AJA,صدام الحضارات ونظرة العم سام,2,1539,65.7569850552307
637840,AJA,أسرار علاقة الإخوان بنظام مبارك,33,2781,65.7557233609014
700994,AJA,أشكال التحقيق في سجن غوانتانامو,16,3016,65.7451923076923
630569,Other,ازدواجية المعايير,47,255,65.7405089695453
779951,Other,بانوش الدانة.. احتفال انتهى بكارثة بحرية,8,575,65.7391304347826
637752,AJA,معارضة الشيشكلي,14,2447,65.7364703135034
637889,AJA,صدمة ما بعد كامب ديفيد,10,2787,65.7229996411913
793345,AJA,كيف ساعد المغرب إسبانيا في استعادة الكهرباء؟,1,242,65.702479338843
821917,AJA,العراق.. بين المناصرة والخذلان,5,4044,65.6973293768546
629702,AJA,"سيارات المستقبل بعيون ""أودي"" الألمانية",3,1236,65.6957928802589
657818,AJD,وحدن - لبنان,3,821,65.692245229395
637963,AJA,مأساة الاعتقال الإداري بالسجون الإسرائيلية,10,2863,65.6863429968564
770004,LIVE,الحلقة الثامنة عشرة– اللقاء المنتظر,96,2982,65.6718086295551
766030,LIVE,الحلقة السادسة والعشرون - من سينقذ المختار؟,24,2406,65.6605015239679
768121,LIVE,الحلقة الثانية والعشرون- انتصارات متتالية,77,2791,65.6404863499095
626091,AJA,الاختلاف بين المذاهب.. سماته وضوابطه,6,3025,65.6363636363636
678133,AJA,غولن والاتهامات بالوقوف وراء محاولة الانقلاب,2,2811,65.6350053361793
628036,AJA,نيجيريا.. الشريعة والديمقراطية,2,4062,65.6326932545544
818205,Other,المرشد الأعلى,8,874,65.6321510297483
640951,AJA,السينما وتزوير التاريخ,12,1440,65.630787037037
805050,Other,أوروبا تنقلب على إسرائيل,17,963,65.6282450674974
773297,LIVE,الحلقة الخامسة والعشرون- استنهاض نخوة العرب,111,2986,65.621247503364
742221,AJA,حقوق اليتامى,1,2859,65.6173487233298
809587,Other,صواريخ الصين ستصل أميركا؟,14,1220,65.6088992974239
637977,AJA,مقاومة التغريب والسعي إلى التعريب,28,2948,65.6037991858887
815040,AJA,أبراهام سرفاتي.. سنوات النضال والسجن,3,3039,65.602720193046
766704,AJD,فاطمة إليزابيث كيتس,5,1710,65.6023391812866
701018,AJA,تزوير الانتخابات التشريعية 1989,2,2939,65.6005444028581
769733,LIVE,الحلقة الثامنة عشرة- فرض مذهب المعتزلة,120,3036,65.556379007466
806468,AJD,أضحى التنائي,12,859,65.5413271245634
630596,AJD,شاهد على النكسة.. قطاع غزة,6,802,65.5236907730673
849774,AJA,"إسرائيل تطالب بسحب تقرير مجاعة غزة ""فوراً""",33,251,65.5197392249185
637858,AJA,المؤتمر الشعبي في مواجهة المؤتمر الوطني,18,3053,65.5147941915056
697811,AJA,تسييس المناهج,1,3053,65.5093350802489
630181,AJA,"""إحنا بتوع الأتوبيس"".. الصدمة والخلفية",2,1387,65.5010814708003
736757,AJD,أصبح عندي الآن بندقية,1,3236,65.4820766378245
768122,LIVE,الحلقة الثانية عشرة- القعقاع وخالد يفترقان,52,2750,65.4818181818182
766014,LIVE,الحلقة العشرون - ثمن المقاومة,25,2488,65.4694533762058
630255,AJA,تورغوت أوزال.. إثبات القتل بعد 11 عام,21,2793,65.4476326871601
837596,AJA,كواليس محاولة انقلاب 2003,22,3013,65.439157589838
688715,Other,"كأنها جلطة ""لغوية""",10,203,65.4187192118227
629688,AJA,جوزيف مسعد.. مناصرة القضية الفلسطينية,5,2927,65.4185172531602
630453,AJA,منصور خالد.. أسرار لتاريخ السودان,2,2969,65.4092286965308
764374,LIVE,دجاج بالطريقة المكسيكية وتشيز كيك الكرك,1,2067,65.4088050314465
637826,AJA,عمليات الجبهة الشعبية ضد إسرائيل,5,3080,65.3961038961039
668140,AJD,حجاب ستايل,1,1602,65.3558052434457
834572,AJA,الإسلام في نيجيريا,1,2338,65.35500427716
640993,AJA,من ألعاب الفيديو إلى السينما,8,1232,65.3510551948052
835964,Other,السلطنة المفقودة,86,584,65.3412711054476
640969,AJA,عندما تغني السينما,8,1455,65.3350515463918
769741,LIVE,الحلقة الرابعة عشرة– إجارة النعمان وأهله,91,2986,65.3323568594835
627897,AJA,أي نظام دولي جديد يريده العرب؟,4,2907,65.3250773993808
725018,AJA,الذكرى التاسعة لحصار العراق,5,5592,65.3040057224607
630494,AJD,أقدم شعوب الأرض.. قبائل النانتيس- الجزء 1,3,1568,65.2848639455782
768215,LIVE,الحلقة السابعة- رايات الحسم,151,3027,65.2634020088519
626112,AJA,فنون الدعوة,1,2891,65.2369422345209
683232,AJA,ألبانيا.. متاحف وقلاع,3,1562,65.2368758002561
767702,LIVE,الحلقة الثالثة عشرة- مغامرة في طليطلة,81,2711,65.2367355674868
640950,AJA,دور الحكومات في صناعة أفلام الجاسوسية,7,1469,65.2047067976272
837586,AJA,العلاقات الليبية المصرية,5,2557,65.2014078998827
683193,AJA,مؤامرة تقسيم فلسطين,7,2911,65.1813318938018
770696,LIVE,الحلقة السادسة والعشرون- تمرد القيسيين,111,3077,65.165555545796
636898,AJA,أسباب الخلاف بين ماليزيا وسنغافورة,5,2967,65.1499831479609
768790,LIVE,الحلقة الثالثة عشرة- صعود أبي مسلم الخراساني,55,2931,65.1332154709842
763887,Other,الفلامنكو والأندلس,13,244,65.1324085750315
829936,Other,أنفاق إيران السرية,29,1194,65.1273609426443
767669,LIVE,الحلقة الخامسة- شعرة معاوية,196,2946,65.1163112903002
724474,AJD,شيفرة البتراء - الجزء الأول,7,3125,65.1108571428571
830968,AJA,عشر سنوات على برنامج الاتجاه المعاكس,5,2625,65.0819047619048
637915,AJA,موقف الأمم المتحدة من الأزمات,3,2941,65.0799047942877
629930,AJA,سليمان خاطر.. رائحة الموت في زنزانة,22,2859,65.0704314922573
763591,Other,وجوه قرطبة,77,176,65.0531286894923
640982,AJA,اغتيال رشيد كرامي ومساعي الوفاق,4,3062,65.0391900718485
630533,Other,دروس في التفاوض,3,485,65.0171821305842
657688,AJA,كتاب يهز الأوساط السياسية المغربية,3,2742,65.0133722343788
808828,AJA,الديمقراطية في الإسلام,3,4308,65.0030950170226
630152,AJD,قبائل الكورواي,6,3341,64.9655791679138
752131,AJD,سلامتها أم حسن,8,1646,64.960510328068
637791,AJA,ثورة الخبز ونهاية حكم بورقيبة,1,2734,64.9597659107535
629872,AJA,البيضاء.. حب بخلفية سياسية,2,1451,64.9552033080634
749398,Other,ثقوب ما لهاش لازمة,21,1046,64.9549303468998
720156,AJA,انقلاب 1963 في العراق,9,3097,64.9481577153518
698990,AJA,هل سيطر الجيش الإسرائيلي على مارون الراس؟,8,256,64.94140625
830516,AJA,انسحاب أوكرانيا من اتفاقية حظر الألغام,14,1624,64.9366643209008
631152,AJA,الشاهد,33,3007,64.9303141155486
641032,AJA,الروس ومسار حرب أكتوبر,20,2893,64.9222260629105
700991,AJA,قمع ثورة الريف,6,3101,64.9199183059228
677622,AJA,قطر.. طبيعة جذابة وسط الصحراء,2,1397,64.8890479599141
770292,AJA,مفهوم الأفضلية في رمضان,4,3143,64.8822780782692
846341,AJA,قصة أغلى فطر في العالم,9,1737,64.875583701145
657665,AJA,نهضة الخط العربي,1,1486,64.8721399730821
667879,AJA,تصاميم مبتكرة من ثقافات متنوعة,1,1480,64.8648648648649
813609,AJA,حرية التعبير في الإسلام,2,4314,64.8585999072786
688750,Other,أنت مُلك من؟,3,603,64.8424543946932
835977,Other,عجوز إسرائيلية تخطط لاغتيال نتنياهو!,42,672,64.8384353741497
703316,AJA,التصادم مع المجلس العسكري,7,2994,64.801030632694
665862,AJA,كيف تسرق إسرائيل التراث الثقافي الفلسطيني؟,1,1542,64.7859922178988
691947,Other,الحرب العالمية الثانية,39,2338,64.7781360356211
631919,AJA,مقاومة التطبيع,3,3018,64.7669538325602
627924,AJA,الحركات الإسلامية في إندونيسيا,3,2887,64.7500288650271
637954,AJA,تفاصيل الخلاف بين الترابي والبشير,20,2869,64.7350993377483
776775,Other,الأسطول الأصفر,8,1328,64.7119728915663
683287,AJA,المغرب.. وادي الجنة وهوليود أفريقيا,31,1542,64.7085895987615
630889,AJA,علي بن الحسين.. المسيرة المهنية,8,3001,64.6992669110297
641034,AJA,استلام الرئاسة والحرب مع إيران,11,2999,64.6973233502076
703312,AJA,مصر بعد حسني مبارك,8,3024,64.6908068783069
683315,AJA,مرحلة ما بعد الحرب,5,2936,64.66621253406
851129,Other,أزمة دبلوماسية؟,234,591,64.6593489233083
640972,AJA,التدريب الأميركي والسوفياتي,22,2914,64.6580769950708
683199,AJA,انحراف منهجية المواجهة,3,3185,64.6572475143904
766031,LIVE,الحلقة السادسة عشرة- موقف أبي مخلوف يثير الجدل,18,2480,64.6482974910394
682905,AJA,دبي.. جزء 1,8,1549,64.6465461588121
767798,LIVE,الحلقة الخامسة - وصول الوفد المشؤوم,115,2987,64.6310825169939
834556,AJA,الولادة العسيرة لأرض الصومال,1,1357,64.6278555637436
738992,AJA,انقلاب بومدين على بن بلة,6,2811,64.6270603581169
712095,AJA,"""جرائم فظيعة"" في الجزيرة السودانية.. وقلق أممي",5,342,64.6198830409357
760696,AJA,مبادرة عالم الفضاء عصام حجي,2,1475,64.6101694915254
630310,AJA,نساء في الزنزانة - الجزء 2,3,1219,64.5884604867378
683171,AJA,صحراوي مغربي,4,2971,64.5658027600135
668207,AJD,نكبة الأثواب,3,3030,64.5324532453245
769744,LIVE,الحلقة الخامسة عشرة– المسير إلى كسرى,102,2993,64.5231029264362
806475,AJD,لمّا بدا يتثّنى,14,762,64.5106861642295
683687,AJA,البندقية وغصن الزيتون,31,2934,64.5040350067067
823749,AJA,"""أوكلي ميتا"".. حين تتحدث النظارات وتُفكّر",20,1260,64.484126984127
636912,AJA,مجالات التنمية الاقتصادية في ماليزيا,10,3002,64.4570286475683
770646,LIVE,الحلقة الثالثة والعشرون- مهمة جديدة للحجاج,137,3051,64.4259271221354
765999,LIVE,الحلقة الثامنة - استدعاء الكونت لطارق,85,2689,64.4210618423643
637750,AJA,إجهاض ثورة 1936 وتقسيم فلسطين,14,2334,64.4111886399804
765996,LIVE,الحلقة السابعة - زائر غريب في القرية,20,2535,64.3747534516765
683678,AJA,قائمة غولدا - الجزء 1,8,2035,64.3734643734644
826376,Other,أسباب ارتفاع معدلات الإصابة بالسرطان,5,2498,64.3634907926341
686083,AJA,زحلة والصيف الحار,14,2514,64.3539038527105
630614,AJA,الحركات الإسلامية: دراسة في التجارب العربية,4,2930,64.3515358361775
630449,AJA,المنصف المرزوقي.. رئيس بعد المنفى,3,2979,64.3504531722054
701617,AJA,سيرة الحجاج بن يوسف الثقفي,11,1219,64.3373853382057
809584,AJA,حدود وآفاق تأثير اليسار الأميركي فلسطينيا,1,2986,64.3335565974548
773293,LIVE,الحلقة العشرون- حصار القصر,85,2985,64.3204256577003
693804,Other,لماذا نشتري الفانوس في رمضان؟,7,271,64.3120716921455
701019,AJA,مقاومة الاحتلال وتحقيق الاستقلال,6,2831,64.2705757682798
627959,AJA,أجراس الخطر- الحقيقة وراء 11 سبتمبر - الجزء 4,167,3161,64.269625885843
630717,AJD,أغنية البحر السطيت.. السودان,1,736,64.2663043478261
830529,AJA,مقتطفات من أبرز حلقات 2012- الجزء 2,3,2820,64.2434988179669
833180,Other,قصف إسرائيلي لحماية الدروز؟,26,595,64.240465416936
770664,LIVE,الحلقة الحادية والعشرون- نهاية بن الزبير,118,3031,64.2110619642228
629283,AJA,سامسونغ.. التطورات والمزايا الجديدة,1,1454,64.1678129298487
693806,Other,لماذا ننام؟,3,319,64.1588296760711
834550,AJA,50 عاما على ثورة ماو.. كيف تغيرت الصين؟,2,1321,64.1559424678274
768157,LIVE,الحلقة الثامنة- هارون الرشيد بثياب العامة,122,2998,64.1558853443279
688730,Other,الجهل بالمرض,13,482,64.1557612511969
769742,LIVE,الحلقة الثالثة عشرة– رحيل النعمان,85,2988,64.1326088668399
683240,AJA,سقوط حكومة الصادق المهدي,10,2929,64.1140320928644
798806,Other,نجاح بني حمد,18,967,64.1043318395955
667683,AJD,ثالث الرحابنة - الجزء 2,75,2868,64.0892608089261
677638,AJA,فيتنام.. شعب يقاوم,6,1465,64.0841865756542
628004,AJA,نيجيريا.. البلقنة,4,4273,64.0826117481863
821925,AJA,جدل التمديد في لبنان,4,4204,64.075880114177
668295,AJA,الهند.. البحث عن الروح - الجزء 2,2,2871,64.0717520027865
827237,AJA,العلاقة بين الاستبداد والاستعمار,5,4133,64.0696830389548
677887,AJA,مخططات الاحتلال الإسرائيلي لتهويد القدس,1,2972,64.064602960969
630530,AJD,خفايا مخلوقات الأمازون - الجزء 1,10,1625,64.0430769230769
716423,Other,ولدت في 7 أكتوبر,11,182,64.035964035964
819120,AJA,مستقبل الصومال,3,1632,64.031862745098
765082,AJD,ابن النفيس.. الطبيب الفيلسوف,6,1579,64.0278657378087
815757,AJA,أميركا وأسلحة الدمار الشامل,5,4072,64.0225933202358
685780,AJA,التجهيز للانقلاب على النميري,18,3006,64.0016263768759
700996,AJA,مقاومة طالبان الغزو الأميركي,14,3078,63.9886753921842
683547,AJA,عهد بن علي والاستبداد,18,1676,63.9783876955715
796193,Other,الشهيدة الخيرة,6,229,63.9737991266376
668285,AJA,خارج المألوف.. الرسم بالقماش,2,587,63.96933560477
697146,AJD,الحافلة الأندلسية,2,3132,63.9527458492976
673625,Other,بسبب غزة.. جندي أميركي يحرق نفسه,4,758,63.9511873350923
716083,AJA,هل يعارض الغرب تسليح المعارضة السورية؟,1,2873,63.9401322659241
641045,AJA,عمليات القمع ومسلسل التفجيرات,5,3071,63.9335721263432
627932,AJA,اليوم السابع - الجزء 2,66,2933,63.9323683476428
804989,AJA,مستقبل سوريا بعد وفاة حافظ الأسد,8,5343,63.9294403892944
770989,LIVE,الحلقة الثامنة والعشرون- نبوءة العراف,117,3026,63.9161455420543
768217,LIVE,الحلقة التاسعة- الصراع على البصرة,155,3020,63.9081392864773
843413,Originals,وصية الشهيد الصحفي أنس الشريف ورسالته الأخيرة,7939,191,63.9021755545722
799758,AJA,التطهير العرقي,5,3071,63.9010094431781
630831,Other,الصداع,3,506,63.8998682476943
815501,Atheer,24 -مجازر أميركية بحق المدنيين,318,3475,63.8940319442559
697840,Other,"""أسد بوغافر""",5,520,63.8846153846154
771004,LIVE,الحلقة السابعة والعشرون– عودة الإمام لبيته,107,2995,63.856895448801
686079,AJA,الانفجار,28,2521,63.8394627982093
630991,AJA,أبو القعقاع السوري,63,2877,63.8379926179718
768162,LIVE,الحلقة الرابعة عشرة- رفض مال السلطان,100,2994,63.8316633266533
685766,AJA,رحلة الدراسة,13,2897,63.8246461857093
657853,AJA,الإخوان وثورة 25 يناير,6,2837,63.8232875102808
637976,AJA,رؤية الترابي للدولة الإسلامية,17,2777,63.8141032430257
637829,AJA,آثار معركة الكرامة بعد النكسة,14,3042,63.8114022729407
768123,LIVE,الحلقة الثامنة- مواجهة الفرس,88,2914,63.8028795158171
637738,AJA,وفاة جمال عبد الناصر وتأثريها,55,2804,63.7816106860329
640939,AJA,"""بريكينغ باد"".. أسطورة الدراما الأميركية",11,1391,63.7801450885563
637908,AJA,الانخراط في العمل السياسي,18,3085,63.7709346299298
717029,AJA,قراءة واقعية لمرحلة ما بعد عرفات,3,4072,63.7688277668631
677874,AJA,ألبانيا.. جبال شاهقة ومياه فيروزية,10,1542,63.7678339818418
736473,AJA,ترتيبات انقلاب 1962 في سوريا,5,2968,63.766846361186
803337,Other,الجاسوس رقم 19,11,547,63.7527006814027
743640,AJD,المسرح المصري - الجزء 2,1,3431,63.7423491693384
769735,LIVE,الحلقة التاسعة عشرة- فتنة خلق القرآن,116,2945,63.7395351560213
683819,AJA,ما أصل كلمة قرطبة؟,9,1487,63.7375775237241
766874,Other,اغتيال عالم نووي إيراني بارز,6,455,63.7362637362637
833664,AJA,اليمن.. واتساب وإكس منصتان لبيع السلاح,8,274,63.7317518248175
631005,AJA,سيناء.. الحديقة الخلفية,46,2755,63.7299771167048
626355,AJA,سنن الله في الكون,2,2998,63.7258172114743
767799,LIVE,الحلقة السادسة- لا تسلم العرب بناتها,144,2989,63.7134771941564
796195,Other,الشاهدة الشهيدة,5,492,63.6991869918699
770665,LIVE,الحلقة الثامنة عشرة- صمود ابن الزبير,98,3043,63.6848035303507
629685,AJA,أحمد بن حمد الخليلي وقضايا الأمة والواقع,11,2681,63.6634905564409
827292,AJA,ناغورنو كرباخ.. أصل الحكاية,5,1413,63.651804670913
763922,AJA,إبداعات فن التطريز الفلسطيني,4,1419,63.6363636363636
764684,AJA,المسجد الحرام في مكة المكرمة,1,627,63.6363636363636
630724,Other,مظهر أم جوهر,60,286,63.6363636363636
667257,AJA,حرب فلسطين.. خارج الرواية العربية الرسمية,3,2702,63.6318776215149
683257,AJA,عشرون عاما في السجون المصرية,7,2751,63.6288103027471
668244,AJA,النزاع في دارفور.. النزيف المتجدد,2,2928,63.6099726775956
815761,AJA,عدوى الثورات العربية,1,2753,63.6033418089357
767758,LIVE,الحلقة الرابعة والعشرون- حرق السفن,79,2666,63.5926386659956
803039,Originals,الأسبوع الثالث من مايو.. النكبة,19,1212,63.5834636095189
837637,Other,الصلصال,1,162,63.5802469135802
770015,LIVE,الحلقة الثانية عشرة- توقُّف الحجاج في الطائف,121,3030,63.5793579357936
630440,AJD,قهوة النوفرة.. دمشق - سوريا,2,858,63.5780885780886
768100,LIVE,الحلقة الثالثة- نهاية عمر,103,2928,63.5730012202239
763914,AJA,حازم القرطاجني.. حامل راية البلاغة,3,1465,63.5722411831627
697786,AJD,دكان مخرج الجبل,1,3162,63.5673624288425
773321,LIVE,الحلقة الرابعة والثلاثون- الانهيار,107,3027,63.5514018691589
765040,LIVE,الحواوشي المصري والبسبوسة,1,1805,63.5457063711911
770653,LIVE,الحلقة الحادية والعشرون- رسالة غامضة,63,2925,63.5376475376475
825478,Other,قنبلة إسرائيل النووية,25,1316,63.5258358662614
667849,Originals,"""صهيونال"".. المهدى الأشهر خصيصا لحكومة الاحتلال",11,1377,63.5175282234106
628237,AJA,في انتظار القيامة - الجزء 1,5,3089,63.5027516995792
767754,LIVE,الحلقة العشرون- هدية لفلويرندا,60,2746,63.4923525127458
637740,AJA,ما بعد ثورة يوليو,59,2811,63.4896803719046
806783,AJA,تمجيد الزعيم في العالم العربي,4,4246,63.4891662741404
630843,Other,اكتساب العادات والتخلص منها,3,541,63.4627233518176
763969,AJA,عمر عبد الرحمن,3,3004,63.4598313359964
657798,AJA,سنوات غوانتانامو.. الجزء 2 - الحلقة 5,4,3000,63.4583333333333
831453,Other,كمين جباليا,26,418,63.4523371365477
840089,AJA,أبو مصعب الزرقاوي,43,3075,63.4448856116468
769679,AJA,يورام فان كلافيرين.. يميني متطرف اعتنق الإسلام,19,3091,63.4422516984795
770349,LIVE,الحلقة الخامسة عشر- الاستسلام أو الحصار والموت,138,3046,63.4367238573753
630703,AJA,رياض حجاب.. رئيس وزراء منشق,9,2908,63.4303836160783
843703,AJA,هجمات 11 سبتمبر.. من لسان من رأى,5,2656,63.4262048192771
637850,AJA,فشل القبض على الملك,26,3015,63.4137007271336
823336,AJA,الجاهلية ومفهوم الوطن,67,1234,63.4025980309151
